T[ms];I[A];U[V];P[W];całka
5997;36,61;3,425;125,3892;124,7214
5998;36,22;3,425;124,0535;123,2753
5999;36,61;3,346;122,4971;122,4971
6000;36,61;3,346;122,4971;123,2293
6001;36,61;3,386;123,9615;123,9615
6002;36,61;3,386;123,9615;123,9615
6003;36,61;3,386;123,9615;123,9615
6004;36,61;3,386;123,9615;123,2293
6005;36,61;3,346;122,4971;123,2293
6006;36,61;3,386;123,9615;123,9615
6007;36,61;3,386;123,9615;123,9615
6008;36,61;3,386;123,9615;123,9615
6009;36,61;3,386;123,9615;123,9615
6010;36,61;3,386;123,9615;123,9615
6011;36,61;3,386;123,9615;124,6754
6012;36,61;3,425;125,3892;125,3892
6013;36,61;3,425;125,3892;125,3892
6014;36,61;3,425;125,3892;124,6754
6015;36,61;3,386;123,9615;124,6754
6016;36,61;3,425;125,3892;125,3892
6017;36,61;3,425;125,3892;124,6754
6018;36,61;3,386;123,9615;124,6754
6019;36,61;3,425;125,3892;123,9432
6020;36,61;3,346;122,4971;123,2293
6021;36,61;3,386;123,9615;124,6754
6022;36,61;3,425;125,3892;124,015
6023;36,22;3,386;122,6409;124,015
6024;36,61;3,425;125,3892;124,6754
6025;36,61;3,386;123,9615;123,9615
6026;36,61;3,386;123,9615;124,6754
6027;36,61;3,425;125,3892;124,7214
6028;36,22;3,425;124,0535;124,0075
6029;36,61;3,386;123,9615;123,2293
6030;36,61;3,346;122,4971;123,2293
6031;36,61;3,386;123,9615;124,6754
6032;36,61;3,425;125,3892;124,6754
6033;36,61;3,386;123,9615;124,0075
6034;36,22;3,425;124,0535;123,2753
6035;36,61;3,346;122,4971;123,2293
6036;36,61;3,386;123,9615;123,9615
6037;36,61;3,386;123,9615;124,6754
6038;36,61;3,425;125,3892;124,6754
6039;36,61;3,386;123,9615;123,2293
6040;36,61;3,346;122,4971;123,2293
6041;36,61;3,386;123,9615;124,6754
6042;36,61;3,425;125,3892;125,3892
6043;36,61;3,425;125,3892;124,6754
6044;36,61;3,386;123,9615;123,2293
6045;36,61;3,346;122,4971;123,2293
6046;36,61;3,386;123,9615;123,9615
6047;36,61;3,386;123,9615;124,0075
6048;36,22;3,425;124,0535;124,0075
6049;36,61;3,386;123,9615;123,9615
6050;36,61;3,386;123,9615;124,6387
6051;37,01;3,386;125,3159;124,6387
6052;36,61;3,386;123,9615;123,2293
6053;36,61;3,346;122,4971;123,2293
6054;36,61;3,386;123,9615;123,2293
6055;36,61;3,346;122,4971;123,2293
6056;36,61;3,386;123,9615;123,9615
6057;36,61;3,386;123,9615;126,8354
6058;36,61;3,543;129,7092;126,1032
6059;36,61;3,346;122,4971;123,9432
6060;36,61;3,425;125,3892;124,6754
6061;36,61;3,386;123,9615;124,6754
6062;36,61;3,425;125,3892;121,8781
6063;36,22;3,268;118,367;121,8781
6064;36,61;3,425;125,3892;124,6754
6065;36,61;3,386;123,9615;124,6754
6066;36,61;3,425;125,3892;125,3892
6067;36,61;3,425;125,3892;124,015
6068;36,22;3,386;122,6409;124,015
6069;36,61;3,425;125,3892;124,6754
6070;36,61;3,386;123,9615;123,9615
6071;36,61;3,386;123,9615;124,6754
6072;36,61;3,425;125,3892;124,7214
6073;36,22;3,425;124,0535;123,3472
6074;36,22;3,386;122,6409;123,3012
6075;36,61;3,386;123,9615;123,9615
6076;36,61;3,386;123,9615;124,6754
6077;36,61;3,425;125,3892;125,3892
6078;36,61;3,425;125,3892;125,3892
6079;36,61;3,425;125,3892;123,9432
6080;36,61;3,346;122,4971;123,9432
6081;36,61;3,425;125,3892;124,6754
6082;36,61;3,386;123,9615;124,0075
6083;36,22;3,425;124,0535;124,7214
6084;36,61;3,425;125,3892;124,6754
6085;36,61;3,386;123,9615;123,9615
6086;36,61;3,386;123,9615;124,6754
6087;36,61;3,425;125,3892;123,9432
6088;36,61;3,346;122,4971;123,9432
6089;36,61;3,425;125,3892;123,9432
6090;36,61;3,346;122,4971;122,4971
6091;36,61;3,346;122,4971;123,2293
6092;36,61;3,386;123,9615;125,4076
6093;36,61;3,465;126,8536;126,1214
6094;36,61;3,425;125,3892;125,3892
6095;36,61;3,425;125,3892;124,6754
6096;36,61;3,386;123,9615;124,6754
6097;36,61;3,425;125,3892;125,3892
6098;36,61;3,425;125,3892;125,3892
6099;36,61;3,425;125,3892;124,6754
6100;36,61;3,386;123,9615;123,9615
6101;36,61;3,386;123,9615;123,9615
6102;36,61;3,386;123,9615;124,6754
6103;36,61;3,425;125,3892;124,6754
6104;36,61;3,386;123,9615;123,9615
6105;36,61;3,386;123,9615;123,2293
6106;36,61;3,346;122,4971;123,2293
6107;36,61;3,386;123,9615;124,6754
6108;36,61;3,425;125,3892;125,3892
6109;36,61;3,425;125,3892;125,3892
6110;36,61;3,425;125,3892;124,6754
6111;36,61;3,386;123,9615;124,6754
6112;36,61;3,425;125,3892;125,3892
6113;36,61;3,425;125,3892;125,3892
6114;36,61;3,425;125,3892;123,2292
6115;36,61;3,307;121,0693;123,2292
6116;36,61;3,425;125,3892;125,3892
6117;36,61;3,425;125,3892;125,3892
6118;36,61;3,425;125,3892;125,3892
6119;36,61;3,425;125,3892;124,6754
6120;36,61;3,386;123,9615;123,9615
6121;36,61;3,386;123,9615;124,6754
6122;36,61;3,425;125,3892;125,3892
6123;36,61;3,425;125,3892;125,3892
6124;36,61;3,425;125,3892;124,6754
6125;36,61;3,386;123,9615;124,6754
6126;36,61;3,425;125,3892;124,6754
6127;36,61;3,386;123,9615;124,6754
6128;36,61;3,425;125,3892;125,3892
6129;36,61;3,425;125,3892;124,6754
6130;36,61;3,386;123,9615;123,9615
6131;36,61;3,386;123,9615;124,6754
6132;36,61;3,425;125,3892;125,3892
6133;36,61;3,425;125,3892;124,7214
6134;36,22;3,425;124,0535;124,7214
6135;36,61;3,425;125,3892;125,3526
6136;37,01;3,386;125,3159;125,3526
6137;36,61;3,425;125,3892;124,7214
6138;36,22;3,425;124,0535;124,7214
6139;36,61;3,425;125,3892;125,3892
6140;36,61;3,425;125,3892;125,3892
6141;36,61;3,425;125,3892;125,3892
6142;36,61;3,425;125,3892;125,3892
6143;36,61;3,425;125,3892;124,7214
6144;36,22;3,425;124,0535;124,7214
6145;36,61;3,425;125,3892;125,3892
6146;36,61;3,425;125,3892;125,3892
6147;36,61;3,425;125,3892;125,3892
6148;36,61;3,425;125,3892;125,3892
6149;36,61;3,425;125,3892;125,3892
6150;36,61;3,425;125,3892;123,9432
6151;36,61;3,346;122,4971;123,2293
6152;36,61;3,386;123,9615;124,6754
6153;36,61;3,425;125,3892;125,3892
6154;36,61;3,425;125,3892;124,6754
6155;36,61;3,386;123,9615;123,2293
6156;36,61;3,346;122,4971;123,9432
6157;36,61;3,425;125,3892;125,3892
6158;36,61;3,425;125,3892;125,3892
6159;36,61;3,425;125,3892;125,3892
6160;36,61;3,425;125,3892;125,3892
6161;36,61;3,425;125,3892;125,3892
6162;36,61;3,425;125,3892;125,3892
6163;36,61;3,425;125,3892;125,3892
6164;36,61;3,425;125,3892;125,3892
6165;36,61;3,425;125,3892;123,2292
6166;36,61;3,307;121,0693;123,2292
6167;36,61;3,425;125,3892;125,3892
6168;36,61;3,425;125,3892;126,1214
6169;36,61;3,465;126,8536;126,1214
6170;36,61;3,425;125,3892;124,6754
6171;36,61;3,386;123,9615;124,6754
6172;36,61;3,425;125,3892;125,3892
6173;36,61;3,425;125,3892;125,3892
6174;36,61;3,425;125,3892;125,3892
6175;36,61;3,425;125,3892;125,3892
6176;36,61;3,425;125,3892;125,3892
6177;36,61;3,425;125,3892;125,3892
6178;36,61;3,425;125,3892;125,3892
6179;36,61;3,425;125,3892;125,3892
6180;36,61;3,425;125,3892;124,6754
6181;36,61;3,386;123,9615;124,6754
6182;36,61;3,425;125,3892;125,3892
6183;36,61;3,425;125,3892;125,3892
6184;36,61;3,425;125,3892;124,6754
6185;36,61;3,386;123,9615;123,2293
6186;36,61;3,346;122,4971;123,9432
6187;36,61;3,425;125,3892;125,3892
6188;36,61;3,425;125,3892;125,3892
6189;36,61;3,425;125,3892;125,3892
6190;36,61;3,425;125,3892;125,3892
6191;36,61;3,425;125,3892;125,3892
6192;36,61;3,425;125,3892;124,7214
6193;36,22;3,425;124,0535;124,7214
6194;36,61;3,425;125,3892;125,3892
6195;36,61;3,425;125,3892;124,6754
6196;36,61;3,386;123,9615;123,9615
6197;36,61;3,386;123,9615;124,6754
6198;36,61;3,425;125,3892;124,7214
6199;36,22;3,425;124,0535;124,0075
6200;36,61;3,386;123,9615;123,8985
6201;37,01;3,346;123,8355;123,8985
6202;36,61;3,386;123,9615;124,6754
6203;36,61;3,425;125,3892;125,3892
6204;36,61;3,425;125,3892;124,6754
6205;36,61;3,386;123,9615;123,9615
6206;36,61;3,386;123,9615;123,9615
6207;36,61;3,386;123,9615;124,6754
6208;36,61;3,425;125,3892;125,3892
6209;36,61;3,425;125,3892;125,3892
6210;36,61;3,425;125,3892;124,6754
6211;36,61;3,386;123,9615;124,6754
6212;36,61;3,425;125,3892;125,3892
6213;36,61;3,425;125,3892;125,3892
6214;36,61;3,425;125,3892;125,3892
6215;36,61;3,425;125,3892;125,3892
6216;36,61;3,425;125,3892;125,3892
6217;36,61;3,425;125,3892;125,3892
6218;36,61;3,425;125,3892;124,7214
6219;36,22;3,425;124,0535;124,7214
6220;36,61;3,425;125,3892;124,6754
6221;36,61;3,386;123,9615;124,6754
6222;36,61;3,425;125,3892;125,3892
6223;36,61;3,425;125,3892;124,6754
6224;36,61;3,386;123,9615;124,6754
6225;36,61;3,425;125,3892;124,6754
6226;36,61;3,386;123,9615;124,6754
6227;36,61;3,425;125,3892;125,3892
6228;36,61;3,425;125,3892;124,7214
6229;36,22;3,425;124,0535;124,7214
6230;36,61;3,425;125,3892;125,3892
6231;36,61;3,425;125,3892;125,3892
6232;36,61;3,425;125,3892;125,3892
6233;36,61;3,425;125,3892;124,7214
6234;36,22;3,425;124,0535;124,7214
6235;36,61;3,425;125,3892;124,6754
6236;36,61;3,386;123,9615;124,6754
6237;36,61;3,425;125,3892;125,3892
6238;36,61;3,425;125,3892;125,3892
6239;36,61;3,425;125,3892;125,3892
6240;36,61;3,425;125,3892;124,6754
6241;36,61;3,386;123,9615;124,6754
6242;36,61;3,425;125,3892;125,3892
6243;36,61;3,425;125,3892;124,7214
6244;36,22;3,425;124,0535;124,7214
6245;36,61;3,425;125,3892;125,3892
6246;36,61;3,425;125,3892;125,3892
6247;36,61;3,425;125,3892;125,3892
6248;36,61;3,425;125,3892;125,3892
6249;36,61;3,425;125,3892;125,3892
6250;36,61;3,425;125,3892;124,6754
6251;36,61;3,386;123,9615;124,6387
6252;37,01;3,386;125,3159;126,0848
6253;36,61;3,465;126,8536;124,6754
6254;36,61;3,346;122,4971;123,9432
6255;36,61;3,425;125,3892;124,6754
6256;36,61;3,386;123,9615;124,6387
6257;37,01;3,386;125,3159;125,3526
6258;36,61;3,425;125,3892;124,7214
6259;36,22;3,425;124,0535;124,0535
6260;36,22;3,425;124,0535;123,2753
6261;36,61;3,346;122,4971;123,9432
6262;36,61;3,425;125,3892;125,3892
6263;36,61;3,425;125,3892;128,2814
6264;36,61;3,583;131,1736;128,2814
6265;36,61;3,425;125,3892;125,3892
6266;36,61;3,425;125,3892;125,3892
6267;36,61;3,425;125,3892;125,3892
6268;36,61;3,425;125,3892;124,6754
6269;36,61;3,386;123,9615;124,6754
6270;36,61;3,425;125,3892;125,3892
6271;36,61;3,425;125,3892;125,3892
6272;36,61;3,425;125,3892;125,3892
6273;36,61;3,425;125,3892;124,7214
6274;36,22;3,425;124,0535;124,7214
6275;36,61;3,425;125,3892;125,3892
6276;36,61;3,425;125,3892;125,3892
6277;36,61;3,425;125,3892;125,3892
6278;36,61;3,425;125,3892;125,4458
6279;36,22;3,465;125,5023;125,4458
6280;36,61;3,425;125,3892;125,3892
6281;36,61;3,425;125,3892;125,3892
6282;36,61;3,425;125,3892;125,3892
6283;36,61;3,425;125,3892;125,4458
6284;36,22;3,465;125,5023;125,4458
6285;36,61;3,425;125,3892;124,6754
6286;36,61;3,386;123,9615;124,6754
6287;36,61;3,425;125,3892;125,3892
6288;36,61;3,425;125,3892;126,1214
6289;36,61;3,465;126,8536;125,4536
6290;36,22;3,425;124,0535;124,7214
6291;36,61;3,425;125,3892;125,3892
6292;36,61;3,425;125,3892;125,3892
6293;36,61;3,425;125,3892;124,6754
6294;36,61;3,386;123,9615;124,6754
6295;36,61;3,425;125,3892;125,3892
6296;36,61;3,425;125,3892;126,0742
6297;37,01;3,425;126,7592;126,0742
6298;36,61;3,425;125,3892;125,3892
6299;36,61;3,425;125,3892;125,3892
6300;36,61;3,425;125,3892;125,3892
6301;36,61;3,425;125,3892;125,3526
6302;37,01;3,386;125,3159;125,3526
6303;36,61;3,425;125,3892;125,3892
6304;36,61;3,425;125,3892;125,3892
6305;36,61;3,425;125,3892;125,3892
6306;36,61;3,425;125,3892;124,6754
6307;36,61;3,386;123,9615;124,6754
6308;36,61;3,425;125,3892;124,7214
6309;36,22;3,425;124,0535;124,7214
6310;36,61;3,425;125,3892;123,9432
6311;36,61;3,346;122,4971;123,9432
6312;36,61;3,425;125,3892;125,3892
6313;36,61;3,425;125,3892;126,1214
6314;36,61;3,465;126,8536;126,178
6315;36,22;3,465;125,5023;125,4458
6316;36,61;3,425;125,3892;126,0742
6317;37,01;3,425;126,7592;126,0742
6318;36,61;3,425;125,3892;124,7214
6319;36,22;3,425;124,0535;124,7214
6320;36,61;3,425;125,3892;125,3892
6321;36,61;3,425;125,3892;125,3892
6322;36,61;3,425;125,3892;125,3892
6323;36,61;3,425;125,3892;124,7214
6324;36,22;3,425;124,0535;124,0535
6325;36,22;3,425;124,0535;124,7214
6326;36,61;3,425;125,3892;125,3892
6327;36,61;3,425;125,3892;125,3892
6328;36,61;3,425;125,3892;125,3892
6329;36,61;3,425;125,3892;125,3892
6330;36,61;3,425;125,3892;125,3892
6331;36,61;3,425;125,3892;125,3892
6332;36,61;3,425;125,3892;125,3892
6333;36,61;3,425;125,3892;125,3892
6334;36,61;3,425;125,3892;125,3892
6335;36,61;3,425;125,3892;125,3892
6336;36,61;3,425;125,3892;125,3892
6337;36,61;3,425;125,3892;125,3892
6338;36,61;3,425;125,3892;126,1214
6339;36,61;3,465;126,8536;126,1214
6340;36,61;3,425;125,3892;125,3892
6341;36,61;3,425;125,3892;125,3892
6342;36,61;3,425;125,3892;125,3892
6343;36,61;3,425;125,3892;126,8353
6344;36,61;3,504;128,2814;126,8353
6345;36,61;3,425;125,3892;125,3892
6346;36,61;3,425;125,3892;125,3892
6347;36,61;3,425;125,3892;125,3892
6348;36,61;3,425;125,3892;125,3892
6349;36,61;3,425;125,3892;125,3892
6350;36,61;3,425;125,3892;125,3892
6351;36,61;3,425;125,3892;124,6754
6352;36,61;3,386;123,9615;124,6754
6353;36,61;3,425;125,3892;125,3892
6354;36,61;3,425;125,3892;125,3892
6355;36,61;3,425;125,3892;125,3892
6356;36,61;3,425;125,3892;125,3526
6357;37,01;3,386;125,3159;125,3526
6358;36,61;3,425;125,3892;125,3892
6359;36,61;3,425;125,3892;124,7214
6360;36,22;3,425;124,0535;124,7214
6361;36,61;3,425;125,3892;126,1214
6362;36,61;3,465;126,8536;126,1214
6363;36,61;3,425;125,3892;126,152
6364;36,22;3,504;126,9149;127,5982
6365;36,61;3,504;128,2814;126,8353
6366;36,61;3,425;125,3892;125,3892
6367;36,61;3,425;125,3892;126,1214
6368;36,61;3,465;126,8536;126,1214
6369;36,61;3,425;125,3892;125,3892
6370;36,61;3,425;125,3892;125,3892
6371;36,61;3,425;125,3892;126,0742
6372;37,01;3,425;126,7592;126,0742
6373;36,61;3,425;125,3892;126,1214
6374;36,61;3,465;126,8536;126,1214
6375;36,61;3,425;125,3892;125,3892
6376;36,61;3,425;125,3892;124,6754
6377;36,61;3,386;123,9615;124,6754
6378;36,61;3,425;125,3892;125,3892
6379;36,61;3,425;125,3892;126,8353
6380;36,61;3,504;128,2814;126,8353
6381;36,61;3,425;125,3892;124,6754
6382;36,61;3,386;123,9615;125,3604
6383;37,01;3,425;126,7592;126,0742
6384;36,61;3,425;125,3892;126,1214
6385;36,61;3,465;126,8536;126,1214
6386;36,61;3,425;125,3892;123,9432
6387;36,61;3,346;122,4971;123,9432
6388;36,61;3,425;125,3892;126,8353
6389;36,61;3,504;128,2814;126,8353
6390;36,61;3,425;125,3892;125,3892
6391;36,61;3,425;125,3892;125,3892
6392;36,61;3,425;125,3892;125,3892
6393;36,61;3,425;125,3892;125,3892
6394;36,61;3,425;125,3892;126,1214
6395;36,61;3,465;126,8536;126,1214
6396;36,61;3,425;125,3892;125,3892
6397;36,61;3,425;125,3892;125,3892
6398;36,61;3,425;125,3892;126,1214
6399;36,61;3,465;126,8536;126,1214
6400;36,61;3,425;125,3892;125,3892
6401;36,61;3,425;125,3892;126,0742
6402;37,01;3,425;126,7592;126,0376
6403;37,01;3,386;125,3159;127,5126
6404;36,61;3,543;129,7092;127,5492
6405;36,61;3,425;125,3892;125,3892
6406;36,61;3,425;125,3892;126,0742
6407;37,01;3,425;126,7592;126,0742
6408;36,61;3,425;125,3892;126,8353
6409;36,61;3,504;128,2814;128,2814
6410;36,61;3,504;128,2814;126,8353
6411;36,61;3,425;125,3892;125,3892
6412;36,61;3,425;125,3892;125,3892
6413;36,61;3,425;125,3892;125,3892
6414;36,61;3,425;125,3892;126,8353
6415;36,61;3,504;128,2814;126,8353
6416;36,61;3,425;125,3892;125,3892
6417;36,61;3,425;125,3892;125,3892
6418;36,61;3,425;125,3892;126,1214
6419;36,61;3,465;126,8536;125,4536
6420;36,22;3,425;124,0535;125,4536
6421;36,61;3,465;126,8536;125,4076
6422;36,61;3,386;123,9615;124,6754
6423;36,61;3,425;125,3892;126,1214
6424;36,61;3,465;126,8536;126,1214
6425;36,61;3,425;125,3892;125,3892
6426;36,61;3,425;125,3892;125,3892
6427;36,61;3,425;125,3892;125,3892
6428;36,61;3,425;125,3892;126,1214
6429;36,61;3,465;126,8536;127,5675
6430;36,61;3,504;128,2814;126,8353
6431;36,61;3,425;125,3892;125,3892
6432;36,61;3,425;125,3892;126,0742
6433;37,01;3,425;126,7592;126,0742
6434;36,61;3,425;125,3892;125,3892
6435;36,61;3,425;125,3892;125,3892
6436;36,61;3,425;125,3892;125,3892
6437;36,61;3,425;125,3892;125,3892
6438;36,61;3,425;125,3892;125,3892
6439;36,61;3,425;125,3892;126,8353
6440;36,61;3,504;128,2814;126,8353
6441;36,61;3,425;125,3892;125,3892
6442;36,61;3,425;125,3892;125,3892
6443;36,61;3,425;125,3892;126,8353
6444;36,61;3,504;128,2814;127,5982
6445;36,22;3,504;126,9149;126,152
6446;36,61;3,425;125,3892;125,3892
6447;36,61;3,425;125,3892;126,0742
6448;37,01;3,425;126,7592;126,0742
6449;36,61;3,425;125,3892;126,8353
6450;36,61;3,504;128,2814;126,8353
6451;36,61;3,425;125,3892;125,3892
6452;36,61;3,425;125,3892;125,3892
6453;36,61;3,425;125,3892;125,3892
6454;36,61;3,425;125,3892;124,6754
6455;36,61;3,386;123,9615;124,6754
6456;36,61;3,425;125,3892;125,3892
6457;36,61;3,425;125,3892;125,3892
6458;36,61;3,425;125,3892;126,1214
6459;36,61;3,465;126,8536;126,1214
6460;36,61;3,425;125,3892;125,3892
6461;36,61;3,425;125,3892;126,1214
6462;36,61;3,465;126,8536;126,1214
6463;36,61;3,425;125,3892;126,8353
6464;36,61;3,504;128,2814;128,9953
6465;36,61;3,543;129,7092;127,6058
6466;36,22;3,465;125,5023;125,4458
6467;36,61;3,425;125,3892;125,3892
6468;36,61;3,425;125,3892;126,8353
6469;36,61;3,504;128,2814;128,2814
6470;36,61;3,504;128,2814;127,5675
6471;36,61;3,465;126,8536;126,1214
6472;36,61;3,425;125,3892;126,0742
6473;37,01;3,425;126,7592;126,8064
6474;36,61;3,465;126,8536;125,4536
6475;36,22;3,425;124,0535;125,4536
6476;36,61;3,465;126,8536;126,1214
6477;36,61;3,425;125,3892;125,3892
6478;36,61;3,425;125,3892;125,3892
6479;36,61;3,425;125,3892;126,8353
6480;36,61;3,504;128,2814;126,1674
6481;36,22;3,425;124,0535;124,7214
6482;36,61;3,425;125,3892;125,3892
6483;36,61;3,425;125,3892;126,8353
6484;36,61;3,504;128,2814;126,1674
6485;36,22;3,425;124,0535;124,7214
6486;36,61;3,425;125,3892;126,1214
6487;36,61;3,465;126,8536;126,1214
6488;36,61;3,425;125,3892;125,3892
6489;36,61;3,425;125,3892;125,4458
6490;36,22;3,465;125,5023;125,4458
6491;36,61;3,425;125,3892;125,3892
6492;36,61;3,425;125,3892;125,3892
6493;36,61;3,425;125,3892;125,3892
6494;36,61;3,425;125,3892;125,3892
6495;36,61;3,425;125,3892;125,3892
6496;36,61;3,425;125,3892;125,3892
6497;36,61;3,425;125,3892;125,3892
6498;36,61;3,425;125,3892;125,3892
6499;36,61;3,425;125,3892;126,1214
6500;36,61;3,465;126,8536;126,1214
6501;36,61;3,425;125,3892;125,3892
6502;36,61;3,425;125,3892;125,3892
6503;36,61;3,425;125,3892;125,3892
6504;36,61;3,425;125,3892;126,1214
6505;36,61;3,465;126,8536;126,1214
6506;36,61;3,425;125,3892;125,3892
6507;36,61;3,425;125,3892;125,3892
6508;36,61;3,425;125,3892;125,3892
6509;36,61;3,425;125,3892;126,8353
6510;36,61;3,504;128,2814;127,5982
6511;36,22;3,504;126,9149;126,152
6512;36,61;3,425;125,3892;125,3892
6513;36,61;3,425;125,3892;126,1214
6514;36,61;3,465;126,8536;127,5675
6515;36,61;3,504;128,2814;127,5982
6516;36,22;3,504;126,9149;126,152
6517;36,61;3,425;125,3892;125,3892
6518;36,61;3,425;125,3892;126,8353
6519;36,61;3,504;128,2814;127,5675
6520;36,61;3,465;126,8536;127,5675
6521;36,61;3,504;128,2814;126,8353
6522;36,61;3,425;125,3892;125,3892
6523;36,61;3,425;125,3892;125,3892
6524;36,61;3,425;125,3892;126,1214
6525;36,61;3,465;126,8536;126,8536
6526;36,61;3,465;126,8536;126,1214
6527;36,61;3,425;125,3892;125,3892
6528;36,61;3,425;125,3892;125,3892
6529;36,61;3,425;125,3892;126,152
6530;36,22;3,504;126,9149;126,152
6531;36,61;3,425;125,3892;125,3892
6532;36,61;3,425;125,3892;125,3892
6533;36,61;3,425;125,3892;126,1214
6534;36,61;3,465;126,8536;127,5675
6535;36,61;3,504;128,2814;128,2814
6536;36,61;3,504;128,2814;126,8353
6537;36,61;3,425;125,3892;126,1214
6538;36,61;3,465;126,8536;126,8536
6539;36,61;3,465;126,8536;127,5675
6540;36,61;3,504;128,2814;126,8353
6541;36,61;3,425;125,3892;125,3892
6542;36,61;3,425;125,3892;125,3892
6543;36,61;3,425;125,3892;126,1214
6544;36,61;3,465;126,8536;127,5675
6545;36,61;3,504;128,2814;127,5675
6546;36,61;3,465;126,8536;126,1214
6547;36,61;3,425;125,3892;125,3526
6548;37,01;3,386;125,3159;125,3526
6549;36,61;3,425;125,3892;125,3892
6550;36,61;3,425;125,3892;125,3892
6551;36,61;3,425;125,3892;125,3892
6552;36,61;3,425;125,3892;124,6754
6553;36,61;3,386;123,9615;125,4076
6554;36,61;3,465;126,8536;126,1214
6555;36,61;3,425;125,3892;125,3892
6556;36,61;3,425;125,3892;126,1214
6557;36,61;3,465;126,8536;126,1214
6558;36,61;3,425;125,3892;125,3892
6559;36,61;3,425;125,3892;126,8353
6560;36,61;3,504;128,2814;127,5982
6561;36,22;3,504;126,9149;126,152
6562;36,61;3,425;125,3892;125,3892
6563;36,61;3,425;125,3892;125,3892
6564;36,61;3,425;125,3892;126,152
6565;36,22;3,504;126,9149;127,5982
6566;36,61;3,504;128,2814;126,8353
6567;36,61;3,425;125,3892;125,3892
6568;36,61;3,425;125,3892;126,1214
6569;36,61;3,465;126,8536;127,5675
6570;36,61;3,504;128,2814;127,5675
6571;36,61;3,465;126,8536;126,1214
6572;36,61;3,425;125,3892;126,1214
6573;36,61;3,465;126,8536;126,1214
6574;36,61;3,425;125,3892;125,3892
6575;36,61;3,425;125,3892;126,8353
6576;36,61;3,504;128,2814;126,8353
6577;36,61;3,425;125,3892;125,3892
6578;36,61;3,425;125,3892;125,3892
6579;36,61;3,425;125,3892;126,152
6580;36,22;3,504;126,9149;127,5982
6581;36,61;3,504;128,2814;126,8353
6582;36,61;3,425;125,3892;125,3892
6583;36,61;3,425;125,3892;126,8353
6584;36,61;3,504;128,2814;128,2814
6585;36,61;3,504;128,2814;126,8353
6586;36,61;3,425;125,3892;126,1214
6587;36,61;3,465;126,8536;127,5675
6588;36,61;3,504;128,2814;127,5675
6589;36,61;3,465;126,8536;127,5675
6590;36,61;3,504;128,2814;128,2814
6591;36,61;3,504;128,2814;127,5675
6592;36,61;3,465;126,8536;126,8536
6593;36,61;3,465;126,8536;126,1214
6594;36,61;3,425;125,3892;126,1214
6595;36,61;3,465;126,8536;127,5906
6596;36,22;3,543;128,3275;126,8584
6597;36,61;3,425;125,3892;125,3892
6598;36,61;3,425;125,3892;125,3892
6599;36,61;3,425;125,3892;126,8353
6600;36,61;3,504;128,2814;126,8353
6601;36,61;3,425;125,3892;126,1214
6602;36,61;3,465;126,8536;126,1214
6603;36,61;3,425;125,3892;125,3892
6604;36,61;3,425;125,3892;126,1214
6605;36,61;3,465;126,8536;126,1214
6606;36,61;3,425;125,3892;125,3892
6607;36,61;3,425;125,3892;125,3892
6608;36,61;3,425;125,3892;125,3892
6609;36,61;3,425;125,3892;126,8353
6610;36,61;3,504;128,2814;128,2814
6611;36,61;3,504;128,2814;128,2814
6612;36,61;3,504;128,2814;127,5675
6613;36,61;3,465;126,8536;126,1214
6614;36,61;3,425;125,3892;127,5492
6615;36,61;3,543;129,7092;126,8814
6616;36,22;3,425;124,0535;126,1674
