T[ms];I[A];U[V];P[W]
6383;37,01;3,425;126,7592
6384;36,61;3,425;125,3892
6385;36,61;3,465;126,8536
6386;36,61;3,425;125,3892
6387;36,61;3,346;122,4971
6388;36,61;3,425;125,3892
6389;36,61;3,504;128,2814
6390;36,61;3,425;125,3892
6391;36,61;3,425;125,3892
6392;36,61;3,425;125,3892
6393;36,61;3,425;125,3892
6394;36,61;3,425;125,3892
6395;36,61;3,465;126,8536
6396;36,61;3,425;125,3892
6397;36,61;3,425;125,3892
6398;36,61;3,425;125,3892
6399;36,61;3,465;126,8536
6400;36,61;3,425;125,3892
6401;36,61;3,425;125,3892
6402;37,01;3,425;126,7592
6403;37,01;3,386;125,3159
6404;36,61;3,543;129,7092
6405;36,61;3,425;125,3892
6406;36,61;3,425;125,3892
6407;37,01;3,425;126,7592
6408;36,61;3,425;125,3892
6409;36,61;3,504;128,2814
6410;36,61;3,504;128,2814
6411;36,61;3,425;125,3892
6412;36,61;3,425;125,3892
6413;36,61;3,425;125,3892
6414;36,61;3,425;125,3892
6415;36,61;3,504;128,2814
6416;36,61;3,425;125,3892
6417;36,61;3,425;125,3892
6418;36,61;3,425;125,3892
6419;36,61;3,465;126,8536
6420;36,22;3,425;124,0535
6421;36,61;3,465;126,8536
6422;36,61;3,386;123,9615
6423;36,61;3,425;125,3892
6424;36,61;3,465;126,8536
6425;36,61;3,425;125,3892
6426;36,61;3,425;125,3892
6427;36,61;3,425;125,3892
6428;36,61;3,425;125,3892
6429;36,61;3,465;126,8536
6430;36,61;3,504;128,2814
6431;36,61;3,425;125,3892
6432;36,61;3,425;125,3892
6433;37,01;3,425;126,7592
6434;36,61;3,425;125,3892
6435;36,61;3,425;125,3892
6436;36,61;3,425;125,3892
6437;36,61;3,425;125,3892
6438;36,61;3,425;125,3892
6439;36,61;3,425;125,3892
6440;36,61;3,504;128,2814
6441;36,61;3,425;125,3892
6442;36,61;3,425;125,3892
6443;36,61;3,425;125,3892
6444;36,61;3,504;128,2814
6445;36,22;3,504;126,9149
6446;36,61;3,425;125,3892
6447;36,61;3,425;125,3892
6448;37,01;3,425;126,7592
6449;36,61;3,425;125,3892
6450;36,61;3,504;128,2814
6451;36,61;3,425;125,3892
6452;36,61;3,425;125,3892
6453;36,61;3,425;125,3892
6454;36,61;3,425;125,3892
6455;36,61;3,386;123,9615
6456;36,61;3,425;125,3892
6457;36,61;3,425;125,3892
6458;36,61;3,425;125,3892
6459;36,61;3,465;126,8536
6460;36,61;3,425;125,3892
6461;36,61;3,425;125,3892
6462;36,61;3,465;126,8536
6463;36,61;3,425;125,3892
6464;36,61;3,504;128,2814
6465;36,61;3,543;129,7092
6466;36,22;3,465;125,5023
6467;36,61;3,425;125,3892
6468;36,61;3,425;125,3892
6469;36,61;3,504;128,2814
6470;36,61;3,504;128,2814
6471;36,61;3,465;126,8536
6472;36,61;3,425;125,3892
6473;37,01;3,425;126,7592
6474;36,61;3,465;126,8536
6475;36,22;3,425;124,0535
6476;36,61;3,465;126,8536
6477;36,61;3,425;125,3892
6478;36,61;3,425;125,3892
6479;36,61;3,425;125,3892
6480;36,61;3,504;128,2814
6481;36,22;3,425;124,0535
6482;36,61;3,425;125,3892
6483;36,61;3,425;125,3892
6484;36,61;3,504;128,2814
6485;36,22;3,425;124,0535
6486;36,61;3,425;125,3892
6487;36,61;3,465;126,8536
6488;36,61;3,425;125,3892
6489;36,61;3,425;125,3892
6490;36,22;3,465;125,5023
6491;36,61;3,425;125,3892
6492;36,61;3,425;125,3892
6493;36,61;3,425;125,3892
6494;36,61;3,425;125,3892
6495;36,61;3,425;125,3892
6496;36,61;3,425;125,3892
6497;36,61;3,425;125,3892
6498;36,61;3,425;125,3892
6499;36,61;3,425;125,3892
6500;36,61;3,465;126,8536
6501;36,61;3,425;125,3892
6502;36,61;3,425;125,3892
6503;36,61;3,425;125,3892
6504;36,61;3,425;125,3892
6505;36,61;3,465;126,8536
6506;36,61;3,425;125,3892
6507;36,61;3,425;125,3892
6508;36,61;3,425;125,3892
6509;36,61;3,425;125,3892
6510;36,61;3,504;128,2814
6511;36,22;3,504;126,9149
6512;36,61;3,425;125,3892
6513;36,61;3,425;125,3892
6514;36,61;3,465;126,8536
6515;36,61;3,504;128,2814
6516;36,22;3,504;126,9149
6517;36,61;3,425;125,3892
6518;36,61;3,425;125,3892
6519;36,61;3,504;128,2814
6520;36,61;3,465;126,8536
6521;36,61;3,504;128,2814
6522;36,61;3,425;125,3892
6523;36,61;3,425;125,3892
6524;36,61;3,425;125,3892
6525;36,61;3,465;126,8536
6526;36,61;3,465;126,8536
6527;36,61;3,425;125,3892
6528;36,61;3,425;125,3892
6529;36,61;3,425;125,3892
6530;36,22;3,504;126,9149
6531;36,61;3,425;125,3892
6532;36,61;3,425;125,3892
6533;36,61;3,425;125,3892
6534;36,61;3,465;126,8536
6535;36,61;3,504;128,2814
6536;36,61;3,504;128,2814
6537;36,61;3,425;125,3892
6538;36,61;3,465;126,8536
6539;36,61;3,465;126,8536
6540;36,61;3,504;128,2814
6541;36,61;3,425;125,3892
6542;36,61;3,425;125,3892
6543;36,61;3,425;125,3892
6544;36,61;3,465;126,8536
6545;36,61;3,504;128,2814
6546;36,61;3,465;126,8536
6547;36,61;3,425;125,3892
6548;37,01;3,386;125,3159
6549;36,61;3,425;125,3892
6550;36,61;3,425;125,3892
6551;36,61;3,425;125,3892
6552;36,61;3,425;125,3892
6553;36,61;3,386;123,9615
6554;36,61;3,465;126,8536
6555;36,61;3,425;125,3892
6556;36,61;3,425;125,3892
6557;36,61;3,465;126,8536
6558;36,61;3,425;125,3892
6559;36,61;3,425;125,3892
6560;36,61;3,504;128,2814
6561;36,22;3,504;126,9149
6562;36,61;3,425;125,3892
6563;36,61;3,425;125,3892
6564;36,61;3,425;125,3892
6565;36,22;3,504;126,9149
6566;36,61;3,504;128,2814
6567;36,61;3,425;125,3892
6568;36,61;3,425;125,3892
6569;36,61;3,465;126,8536
6570;36,61;3,504;128,2814
6571;36,61;3,465;126,8536
6572;36,61;3,425;125,3892
6573;36,61;3,465;126,8536
6574;36,61;3,425;125,3892
6575;36,61;3,425;125,3892
6576;36,61;3,504;128,2814
6577;36,61;3,425;125,3892
6578;36,61;3,425;125,3892
6579;36,61;3,425;125,3892
6580;36,22;3,504;126,9149
6581;36,61;3,504;128,2814
6582;36,61;3,425;125,3892
6583;36,61;3,425;125,3892
6584;36,61;3,504;128,2814
6585;36,61;3,504;128,2814
6586;36,61;3,425;125,3892
6587;36,61;3,465;126,8536
6588;36,61;3,504;128,2814
6589;36,61;3,465;126,8536
6590;36,61;3,504;128,2814
6591;36,61;3,504;128,2814
6592;36,61;3,465;126,8536
6593;36,61;3,465;126,8536
6594;36,61;3,425;125,3892
6595;36,61;3,465;126,8536
6596;36,22;3,543;128,3275
6597;36,61;3,425;125,3892
6598;36,61;3,425;125,3892
6599;36,61;3,425;125,3892
6600;36,61;3,504;128,2814
6601;36,61;3,425;125,3892
6602;36,61;3,465;126,8536
6603;36,61;3,425;125,3892
6604;36,61;3,425;125,3892
6605;36,61;3,465;126,8536
6606;36,61;3,425;125,3892
6607;36,61;3,425;125,3892
6608;36,61;3,425;125,3892
6609;36,61;3,425;125,3892
6610;36,61;3,504;128,2814
6611;36,61;3,504;128,2814
6612;36,61;3,504;128,2814
6613;36,61;3,465;126,8536
6614;36,61;3,425;125,3892
6615;36,61;3,543;129,7092
6616;36,22;3,425;124,0535
6617;36,61;3,504;128,2814
6618;36,61;3,425;125,3892
6619;36,61;3,425;125,3892
6620;36,61;3,465;126,8536
6621;36,61;3,504;128,2814
6622;36,61;3,465;126,8536
6623;36,61;3,465;126,8536
6624;36,61;3,425;125,3892
6625;36,61;3,465;126,8536
6626;36,61;3,543;129,7092
6627;36,61;3,425;125,3892
6628;36,61;3,425;125,3892
6629;36,61;3,425;125,3892
6630;36,61;3,425;125,3892
6631;36,61;3,425;125,3892
6632;36,61;3,465;126,8536
6633;36,61;3,425;125,3892
6634;36,61;3,465;126,8536
6635;36,61;3,504;128,2814
6636;36,61;3,504;128,2814
6637;36,61;3,465;126,8536
6638;36,61;3,425;125,3892
6639;36,61;3,425;125,3892
6640;36,61;3,504;128,2814
6641;36,22;3,504;126,9149
6642;36,61;3,425;125,3892
6643;36,61;3,465;126,8536
6644;36,61;3,465;126,8536
6645;36,61;3,504;128,2814
6646;36,61;3,504;128,2814
6647;36,61;3,504;128,2814
6648;36,61;3,425;125,3892
6649;36,61;3,425;125,3892
6650;36,61;3,425;125,3892
6651;36,22;3,465;125,5023
6652;36,61;3,425;125,3892
6653;36,61;3,425;125,3892
6654;36,61;3,425;125,3892
6655;36,61;3,425;125,3892
6656;35,83;3,504;125,5483
6657;36,61;3,425;125,3892
6658;36,61;3,425;125,3892
6659;37,01;3,465;128,2396
6660;36,61;3,465;126,8536
6661;36,61;3,425;125,3892
6662;36,61;3,504;128,2814
6663;36,61;3,307;121,0693
6664;36,61;3,425;125,3892
6665;36,61;3,504;128,2814
6666;36,61;3,465;126,8536
6667;36,61;3,504;128,2814
6668;36,61;3,425;125,3892
6669;37,01;3,425;126,7592
6670;36,61;3,465;126,8536
6671;36,61;3,543;129,7092
6672;36,61;3,425;125,3892
6673;36,61;3,386;123,9615
6674;36,61;3,425;125,3892
6675;36,61;3,504;128,2814
6676;36,22;3,465;125,5023
6677;36,61;3,504;128,2814
6678;36,61;3,504;128,2814
6679;37,01;3,425;126,7592
6680;36,61;3,504;128,2814
6681;36,22;3,425;124,0535
6682;36,61;3,504;128,2814
6683;36,61;3,425;125,3892
6684;37,01;3,425;126,7592
6685;36,61;3,504;128,2814
6686;36,61;3,583;131,1736
6687;36,61;3,465;126,8536
6688;36,61;3,425;125,3892
6689;36,61;3,465;126,8536
6690;36,61;3,465;126,8536
6691;36,22;3,504;126,9149
6692;36,61;3,504;128,2814
6693;36,61;3,425;125,3892
6694;36,61;3,425;125,3892
6695;36,61;3,425;125,3892
6696;36,61;3,504;128,2814
6697;36,61;3,504;128,2814
6698;36,61;3,425;125,3892
6699;37,01;3,425;126,7592
6700;36,61;3,425;125,3892
6701;36,61;3,465;126,8536
6702;36,61;3,465;126,8536
6703;36,61;3,425;125,3892
6704;37,01;3,425;126,7592
6705;36,61;3,425;125,3892
6706;36,61;3,504;128,2814
6707;36,61;3,504;128,2814
6708;36,61;3,425;125,3892
6709;36,61;3,425;125,3892
6710;36,61;3,465;126,8536
6711;36,61;3,465;126,8536
6712;36,61;3,543;129,7092
6713;36,61;3,465;126,8536
6714;37,01;3,425;126,7592
6715;36,61;3,504;128,2814
6716;36,61;3,504;128,2814
6717;36,61;3,504;128,2814
6718;36,61;3,465;126,8536
6719;36,61;3,504;128,2814
6720;36,61;3,465;126,8536
6721;36,22;3,504;126,9149
6722;36,61;3,504;128,2814
6723;36,61;3,504;128,2814
6724;37,01;3,425;126,7592
6725;36,61;3,465;126,8536
6726;36,61;3,504;128,2814
6727;36,61;3,504;128,2814
6728;36,61;3,504;128,2814
6729;36,61;3,425;125,3892
6730;36,61;3,504;128,2814
6731;36,22;3,504;126,9149
6732;36,22;3,465;125,5023
6733;36,61;3,465;126,8536
6734;36,61;3,504;128,2814
6735;36,61;3,465;126,8536
6736;36,61;3,504;128,2814
6737;36,61;3,465;126,8536
6738;36,61;3,504;128,2814
6739;36,61;3,425;125,3892
6740;36,61;3,465;126,8536
6741;36,61;3,504;128,2814
6742;36,61;3,504;128,2814
6743;36,61;3,465;126,8536
6744;36,61;3,425;125,3892
6745;36,61;3,504;128,2814
6746;36,61;3,504;128,2814
6747;36,61;3,465;126,8536
6748;36,61;3,425;125,3892
6749;37,01;3,425;126,7592
6750;36,61;3,465;126,8536
6751;36,61;3,504;128,2814
6752;36,22;3,465;125,5023
6753;36,61;3,465;126,8536
6754;36,61;3,425;125,3892
6755;36,61;3,425;125,3892
6756;36,61;3,504;128,2814
6757;36,61;3,504;128,2814
6758;36,61;3,504;128,2814
6759;37,01;3,425;126,7592
6760;36,61;3,465;126,8536
6761;36,61;3,504;128,2814
6762;36,61;3,504;128,2814
6763;36,61;3,504;128,2814
6764;36,61;3,465;126,8536
6765;36,61;3,504;128,2814
6766;36,22;3,504;126,9149
6767;36,61;3,504;128,2814
6768;36,61;3,504;128,2814
6769;37,01;3,504;129,683
6770;36,61;3,504;128,2814
6771;36,61;3,504;128,2814
6772;36,61;3,504;128,2814
6773;36,61;3,504;128,2814
6774;36,61;3,425;125,3892
6775;36,61;3,504;128,2814
6776;36,22;3,504;126,9149
6777;36,61;3,504;128,2814
6778;36,61;3,504;128,2814
6779;36,61;3,425;125,3892
6780;36,61;3,504;128,2814
6781;36,61;3,504;128,2814
6782;36,61;3,504;128,2814
6783;36,61;3,465;126,8536
6784;36,61;3,425;125,3892
6785;36,61;3,465;126,8536
6786;36,61;3,504;128,2814
6787;36,22;3,543;128,3275
6788;36,61;3,504;128,2814
6789;36,61;3,504;128,2814
6790;36,61;3,504;128,2814
6791;36,61;3,504;128,2814
6792;36,22;3,504;126,9149
6793;36,61;3,465;126,8536
6794;36,61;3,425;125,3892
6795;36,61;3,425;125,3892
6796;36,61;3,504;128,2814
6797;36,22;3,425;124,0535
6798;36,61;3,504;128,2814
6799;36,61;3,425;125,3892
6800;36,61;3,425;125,3892
6801;36,61;3,504;128,2814
6802;36,61;3,504;128,2814
6803;36,61;3,465;126,8536
6804;36,61;3,425;125,3892
6805;37,01;3,425;126,7592
6806;36,61;3,465;126,8536
6807;36,61;3,543;129,7092
6808;36,61;3,504;128,2814
6809;36,61;3,465;126,8536
6810;36,61;3,504;128,2814
6811;36,22;3,583;129,7763
6812;36,61;3,504;128,2814
6813;36,61;3,543;129,7092
6814;36,61;3,465;126,8536
6815;36,61;3,504;128,2814
6816;36,61;3,504;128,2814
6817;36,61;3,504;128,2814
6818;36,61;3,504;128,2814
6819;36,61;3,504;128,2814
6820;36,61;3,504;128,2814
6821;36,61;3,504;128,2814
6822;36,61;3,504;128,2814
6823;36,61;3,504;128,2814
6824;36,61;3,425;125,3892
6825;37,01;3,425;126,7592
6826;36,61;3,504;128,2814
6827;36,61;3,425;125,3892
6828;36,61;3,504;128,2814
6829;36,61;3,504;128,2814
6830;36,61;3,425;125,3892
6831;36,61;3,425;125,3892
6832;36,22;3,543;128,3275
6833;36,61;3,504;128,2814
6834;36,61;3,465;126,8536
6835;36,61;3,504;128,2814
6836;36,61;3,504;128,2814
6837;36,22;3,583;129,7763
6838;36,61;3,504;128,2814
6839;36,61;3,465;126,8536
6840;36,61;3,504;128,2814
6841;36,61;3,504;128,2814
6842;36,22;3,425;124,0535
6843;36,61;3,504;128,2814
6844;36,61;3,504;128,2814
6845;36,61;3,504;128,2814
6846;36,61;3,465;126,8536
6847;36,61;3,465;126,8536
6848;36,61;3,465;126,8536
6849;37,01;3,465;128,2396
6850;36,61;3,425;125,3892
6851;36,61;3,504;128,2814
6852;36,22;3,543;128,3275
6853;36,61;3,465;126,8536
6854;36,61;3,465;126,8536
6855;37,01;3,465;128,2396
6856;36,61;3,504;128,2814
6857;36,22;3,543;128,3275
6858;36,61;3,543;129,7092
6859;36,61;3,425;125,3892
6860;36,61;3,465;126,8536
6861;36,61;3,504;128,2814
6862;36,22;3,504;126,9149
6863;36,61;3,543;129,7092
6864;36,61;3,504;128,2814
6865;36,61;3,504;128,2814
6866;36,61;3,504;128,2814
6867;36,61;3,583;131,1736
6868;36,61;3,504;128,2814
6869;36,61;3,504;128,2814
6870;36,61;3,465;126,8536
6871;36,61;3,504;128,2814
6872;36,61;3,543;129,7092
6873;36,61;3,504;128,2814
6874;36,61;3,465;126,8536
6875;36,61;3,465;126,8536
6876;36,61;3,504;128,2814
6877;36,22;3,465;125,5023
6878;36,61;3,504;128,2814
6879;36,61;3,504;128,2814
6880;36,61;3,543;129,7092
6881;36,61;3,504;128,2814
6882;36,22;3,504;126,9149
6883;36,61;3,504;128,2814
6884;36,61;3,504;128,2814
6885;36,61;3,465;126,8536
6886;36,61;3,504;128,2814
6887;36,61;3,583;131,1736
6888;36,61;3,504;128,2814
6889;36,61;3,504;128,2814
6890;36,61;3,504;128,2814
6891;36,61;3,504;128,2814
6892;36,61;3,504;128,2814
6893;36,61;3,504;128,2814
6894;36,61;3,504;128,2814
6895;37,01;3,504;129,683
6896;36,61;3,504;128,2814
6897;36,61;3,504;128,2814
6898;36,61;3,504;128,2814
6899;36,61;3,465;126,8536
6900;36,61;3,465;126,8536
6901;36,61;3,504;128,2814
6902;36,61;3,504;128,2814
6903;36,61;3,504;128,2814
6904;36,61;3,465;126,8536
6905;37,01;3,465;128,2396
6906;36,61;3,504;128,2814
6907;36,61;3,504;128,2814
6908;36,61;3,504;128,2814
6909;36,61;3,504;128,2814
6910;36,61;3,504;128,2814
6911;36,61;3,543;129,7092
6912;36,22;3,504;126,9149
6913;36,61;3,504;128,2814
6914;36,61;3,504;128,2814
6915;36,61;3,543;129,7092
6916;36,61;3,504;128,2814
6917;36,61;3,504;128,2814
6918;36,61;3,504;128,2814
6919;36,61;3,504;128,2814
6920;36,61;3,504;128,2814
6921;36,61;3,504;128,2814
6922;36,61;3,504;128,2814
6923;36,22;3,543;128,3275
6924;36,61;3,504;128,2814
6925;36,61;3,425;125,3892
6926;36,61;3,465;126,8536
6927;36,61;3,504;128,2814
6928;36,61;3,504;128,2814
6929;36,61;3,465;126,8536
6930;37,01;3,504;129,683
6931;36,61;3,504;128,2814
6932;36,61;3,504;128,2814
6933;36,61;3,504;128,2814
6934;36,61;3,465;126,8536
6935;36,61;3,504;128,2814
6936;36,61;3,504;128,2814
6937;36,61;3,504;128,2814
6938;36,61;3,543;129,7092
6939;36,61;3,504;128,2814
6940;36,61;3,504;128,2814
6941;36,61;3,504;128,2814
6942;36,61;3,504;128,2814
6943;36,61;3,543;129,7092
6944;36,61;3,504;128,2814
6945;36,61;3,425;125,3892
6946;36,61;3,504;128,2814
6947;36,22;3,504;126,9149
6948;36,61;3,504;128,2814
6949;36,61;3,465;126,8536
6950;36,61;3,425;125,3892
6951;36,61;3,504;128,2814
6952;36,61;3,504;128,2814
6953;36,61;3,543;129,7092
6954;36,61;3,504;128,2814
6955;36,61;3,543;129,7092
6956;36,61;3,504;128,2814
6957;36,61;3,504;128,2814
6958;36,61;3,504;128,2814
6959;36,61;3,504;128,2814
6960;36,61;3,543;129,7092
6961;36,61;3,504;128,2814
6962;36,61;3,543;129,7092
6963;36,61;3,504;128,2814
6964;36,61;3,504;128,2814
6965;37,01;3,504;129,683
6966;36,61;3,504;128,2814
6967;36,22;3,504;126,9149
6968;36,61;3,504;128,2814
6969;36,61;3,504;128,2814
6970;36,61;3,504;128,2814
6971;36,61;3,504;128,2814
6972;36,61;3,504;128,2814
6973;36,22;3,543;128,3275
6974;36,61;3,504;128,2814
6975;37,01;3,504;129,683
6976;36,61;3,504;128,2814
6977;36,61;3,504;128,2814
6978;36,61;3,504;128,2814
6979;36,61;3,504;128,2814
6980;36,61;3,425;125,3892
6981;36,61;3,504;128,2814
6982;36,61;3,504;128,2814
6983;36,61;3,504;128,2814
6984;36,61;3,504;128,2814
6985;36,61;3,425;125,3892
6986;37,01;3,504;129,683
6987;36,61;3,504;128,2814
6988;36,61;3,583;131,1736
6989;36,61;3,504;128,2814
6990;36,61;3,504;128,2814
6991;36,61;3,504;128,2814
6992;36,61;3,583;131,1736
6993;36,61;3,504;128,2814
6994;36,61;3,504;128,2814
6995;36,61;3,504;128,2814
6996;37,01;3,425;126,7592
6997;36,61;3,504;128,2814
6998;36,61;3,504;128,2814
6999;36,61;3,504;128,2814
7000;36,61;3,465;126,8536
7001;36,61;3,425;125,3892
7002;36,61;3,465;126,8536
7003;36,61;3,543;129,7092
7004;36,61;3,504;128,2814
7005;36,61;3,504;128,2814
7006;36,61;3,504;128,2814
7007;36,61;3,543;129,7092
7008;36,61;3,504;128,2814
7009;36,61;3,543;129,7092
7010;36,61;3,504;128,2814
7011;36,61;3,504;128,2814
7012;36,61;3,583;131,1736
7013;36,61;3,504;128,2814
7014;36,61;3,504;128,2814
7015;36,61;3,504;128,2814
7016;36,61;3,504;128,2814
7017;36,61;3,543;129,7092
7018;36,61;3,543;129,7092
7019;36,61;3,543;129,7092
7020;36,61;3,465;126,8536
7021;36,61;3,504;128,2814
7022;36,61;3,504;128,2814
7023;36,61;3,504;128,2814
7024;36,61;3,543;129,7092
7025;36,61;3,504;128,2814
7026;36,61;3,504;128,2814
7027;36,61;3,543;129,7092
7028;36,22;3,504;126,9149
7029;36,61;3,504;128,2814
7030;36,61;3,504;128,2814
7031;36,61;3,504;128,2814
7032;36,61;3,543;129,7092
7033;36,61;3,543;129,7092
7034;36,61;3,504;128,2814
7035;36,61;3,504;128,2814
7036;36,61;3,504;128,2814
7037;36,61;3,504;128,2814
7038;36,22;3,543;128,3275
7039;36,61;3,504;128,2814
7040;36,61;3,504;128,2814
7041;36,61;3,504;128,2814
7042;36,61;3,504;128,2814
7043;36,61;3,425;125,3892
7044;36,61;3,504;128,2814
7045;36,61;3,504;128,2814
7046;37,01;3,504;129,683
7047;36,61;3,465;126,8536
7048;36,22;3,583;129,7763
7049;36,61;3,504;128,2814
7050;36,61;3,465;126,8536
7051;36,61;3,504;128,2814
7052;36,61;3,504;128,2814
7053;36,61;3,583;131,1736
7054;36,61;3,504;128,2814
7055;36,61;3,465;126,8536
7056;36,61;3,504;128,2814
7057;36,61;3,543;129,7092
7058;36,22;3,583;129,7763
7059;36,22;3,504;126,9149
7060;36,61;3,504;128,2814
7061;36,61;3,504;128,2814
7062;36,61;3,543;129,7092
7063;36,61;3,583;131,1736
7064;36,61;3,543;129,7092
7065;36,61;3,504;128,2814
7066;36,61;3,504;128,2814
7067;36,61;3,543;129,7092
7068;36,61;3,543;129,7092
7069;36,61;3,543;129,7092
7070;36,61;3,504;128,2814
7071;36,61;3,465;126,8536
7072;36,61;3,504;128,2814
7073;36,22;3,504;126,9149
7074;36,61;3,543;129,7092
7075;36,61;3,543;129,7092
7076;36,61;3,504;128,2814
7077;36,61;3,504;128,2814
7078;36,61;3,504;128,2814
7079;36,61;3,543;129,7092
7080;36,61;3,504;128,2814
7081;36,61;3,504;128,2814
7082;36,61;3,504;128,2814
7083;36,61;3,583;131,1736
7084;36,61;3,543;129,7092
7085;36,61;3,504;128,2814
7086;37,01;3,504;129,683
7087;36,61;3,543;129,7092
7088;36,61;3,583;131,1736
7089;36,61;3,543;129,7092
7090;36,61;3,504;128,2814
7091;36,61;3,504;128,2814
7092;36,61;3,504;128,2814
7093;36,61;3,543;129,7092
7094;36,61;3,543;129,7092
7095;36,61;3,425;125,3892
7096;36,61;3,504;128,2814
7097;36,61;3,504;128,2814
7098;36,61;3,543;129,7092
7099;36,22;3,504;126,9149
7100;36,61;3,425;125,3892
7101;36,61;3,425;125,3892
7102;36,61;3,504;128,2814
7103;36,61;3,543;129,7092
7104;36,61;3,543;129,7092
7105;36,61;3,504;128,2814
7106;36,61;3,504;128,2814
7107;36,61;3,504;128,2814
7108;36,61;3,504;128,2814
7109;36,61;3,543;129,7092
7110;36,61;3,504;128,2814
7111;36,61;3,543;129,7092
7112;36,61;3,543;129,7092
7113;36,61;3,543;129,7092
7114;36,61;3,504;128,2814
7115;36,61;3,543;129,7092
7116;36,61;3,504;128,2814
7117;36,61;3,504;128,2814
7118;36,61;3,543;129,7092
7119;36,61;3,543;129,7092
7120;36,61;3,504;128,2814
7121;36,61;3,465;126,8536
7122;36,61;3,543;129,7092
7123;36,61;3,543;129,7092
7124;36,61;3,543;129,7092
7125;36,61;3,504;128,2814
7126;36,61;3,543;129,7092
7127;36,61;3,504;128,2814
7128;36,61;3,543;129,7092
7129;36,61;3,543;129,7092
7130;36,61;3,504;128,2814
7131;36,61;3,504;128,2814
7132;36,61;3,543;129,7092
7133;36,61;3,543;129,7092
7134;36,61;3,543;129,7092
7135;36,61;3,504;128,2814
7136;36,61;3,504;128,2814
7137;36,61;3,543;129,7092
7138;36,61;3,543;129,7092
7139;36,22;3,504;126,9149
7140;36,61;3,543;129,7092
7141;36,61;3,543;129,7092
7142;36,61;3,504;128,2814
7143;36,22;3,543;128,3275
7144;36,61;3,543;129,7092
7145;36,61;3,543;129,7092
7146;36,61;3,425;125,3892
7147;36,61;3,504;128,2814
7148;36,61;3,543;129,7092
7149;36,61;3,543;129,7092
7150;36,61;3,504;128,2814
7151;36,61;3,425;125,3892
7152;36,61;3,543;129,7092
7153;36,61;3,504;128,2814
7154;36,22;3,504;126,9149
7155;36,61;3,504;128,2814
7156;36,61;3,504;128,2814
7157;36,61;3,504;128,2814
7158;36,61;3,543;129,7092
7159;36,22;3,543;128,3275
7160;36,61;3,543;129,7092
7161;36,61;3,504;128,2814
7162;37,01;3,543;131,1264
7163;36,61;3,543;129,7092
7164;36,22;3,583;129,7763
7165;36,61;3,504;128,2814
7166;36,61;3,583;131,1736
7167;36,61;3,504;128,2814
7168;36,61;3,543;129,7092
7169;36,61;3,543;129,7092
7170;36,61;3,504;128,2814
7171;36,61;3,583;131,1736
7172;36,61;3,504;128,2814
7173;36,61;3,583;131,1736
7174;36,61;3,543;129,7092
7175;36,61;3,504;128,2814
7176;37,01;3,543;131,1264
